Shape,AVGMM,Price Group,Pointer range,MINMM,MAXMM,MINWT,MAXWT,AVGWT
MARQUISE,5.20 X 2.74,M17,0.13-0.17,5.10 X 2.64,5.30 X 2.84,0.13000,0.17000,0.15000
MARQUISE,5.30 X 2.79,M17,0.13-0.17,5.20 X 2.69,5.40 X 2.89,0.13000,0.17000,0.15000
MARQUISE,5.40 X 2.84,M17,0.13-0.17,5.30 X 2.74,5.50 X 2.94,0.14000,0.18000,0.16000
MARQUISE,5.50 X 2.89,M17,0.13-0.17,5.40 X 2.79,5.60 X 2.99,0.15000,0.19000,0.17000
MARQUISE,5.60 X 2.95,M18,0.18-0.22,5.50 X 2.85,5.70 X 3.05,0.16000,0.20000,0.18000
MARQUISE,5.70 X 3.00,M18,0.18-0.22,5.60 X 2.90,5.80 X 3.10,0.17000,0.21000,0.19000
MARQUISE,5.80 X 3.05,M18,0.18-0.22,5.70 X 2.95,5.90 X 3.15,0.18000,0.22000,0.20000
MARQUISE,5.90 X 3.11,M18,0.18-0.22,5.80 X 3.01,6.00 X 3.21,0.19000,0.23000,0.21000
MARQUISE,6.00 X 3.16,M18,0.18-0.22,5.90 X 3.06,6.10 X 3.26,0.20000,0.24000,0.22000
MARQUISE,6.10 X 3.21,M23,0.23-0.29,6.00 X 3.11,6.20 X 3.31,0.22000,0.26000,0.24000
MARQUISE,6.20 X 3.26,M23,0.23-0.29,6.10 X 3.16,6.30 X 3.36,0.23000,0.27000,0.25000
MARQUISE,6.30 X 3.32,M23,0.23-0.29,6.20 X 3.22,6.40 X 3.42,0.24000,0.28000,0.26000
MARQUISE,6.40 X 3.37,M23,0.23-0.29,6.30 X 3.27,6.50 X 3.47,0.25000,0.29000,0.27000
MARQUISE,6.50 X 3.42,M23,0.23-0.29,6.40 X 3.32,6.60 X 3.52,0.27000,0.31000,0.29000
MARQUISE,6.60 X 3.47,M30,0.30-0.39,6.50 X 3.37,6.70 X 3.57,0.28000,0.32000,0.30000
MARQUISE,6.70 X 3.53,M30,0.30-0.39,6.60 X 3.43,6.80 X 3.63,0.29000,0.33000,0.31000
MARQUISE,6.80 X 3.58,M30,0.30-0.39,6.70 X 3.48,6.90 X 3.68,0.31000,0.35000,0.33000
MARQUISE,6.90 X 3.63,M30,0.30-0.39,6.80 X 3.53,7.00 X 3.73,0.32000,0.36000,0.34000
MARQUISE,7.00 X 3.68,M36,0.36-0.45,6.90 X 3.58,7.10 X 3.78,0.34000,0.38000,0.36000
MARQUISE,7.10 X 3.74,M36,0.36-0.45,7.00 X 3.64,7.20 X 3.84,0.35000,0.39000,0.37000
MARQUISE,7.20 X 3.79,M36,0.36-0.45,7.10 X 3.69,7.30 X 3.89,0.37000,0.41000,0.39000
MARQUISE,7.50 X 3.90,M40,0.40-0.49,7.40 X 3.80,7.60 X 4.00,0.41000,0.45000,0.43000
MARQUISE,8.00 X 4.10,M50,0.50-0.59,7.90 X 4.00,8.10 X 4.20,0.52000,0.56000,0.54000
MARQUISE,8.40 X 4.30,M60,0.60-0.69,8.30 X 4.20,8.50 X 4.40,0.61000,0.65000,0.63000
MARQUISE,9.40 X 4.60,M70,0.70-0.79,9.10 X 4.50,9.60 X 4.80,0.70000,0.79000,0.74000
MARQUISE,9.60 X 4.70,M80,0.80-0.89,9.30 X 4.60,9.80 X 4.90,0.80000,0.89000,0.84000
MARQUISE,10.00 X 5.00,M90,0.90-0.99,9.70 X 4.80,10.30 X 5.20,0.90000,0.99000,0.95000
MARQUISE,10.50 X 5.30,M100,1.00-1.19,10.20 X 5.10,10.90 X 5.50,1.00000,1.19000,1.04000
MARQUISE,11.30 X 5.70,M120,1.20-1.39,10.90 X 5.60,11.60 X 5.90,1.20000,1.39000,1.25000
MARQUISE,11.60 X 6.00,M140,1.40-1.49,11.40 X 5.80,11.80 X 6.10,1.40000,1.49000,1.45000
MARQUISE,11.90 X 6.00,M150,1.50-1.69,11.50 X 5.90,12.20 X 6.20,1.50000,1.69000,1.55000
MARQUISE,12.40 X 6.30,M170,1.70-1.99,12.10 X 6.10,12.70 X 6.50,1.70000,1.99000,1.75000
MARQUISE,12.90 X 6.60,M200,2.00-2.49,12.50 X 6.40,14.30 X 7.00,2.00000,2.49000,2.08000
MARQUISE,14.00 X 7.20,M250,2.50-2.99,13.60 X 6.90,15.40 X 7.40,2.50000,2.99000,2.60000
EMERALD,2.80 X 2.00,E8,0.07-0.08,2.70 X 1.90,2.90 X 2.10,0.05000,0.09000,0.07000
EMERALD,2.90 X 2.07,E8,0.07-0.08,2.80 X 1.97,3.00 X 2.17,0.06000,0.10000,0.08000
EMERALD,3.00 X 2.14,E12,0.09-0.12,2.90 X 2.04,3.10 X 2.24,0.07000,0.11000,0.09000
EMERALD,3.10 X 2.21,E12,0.09-0.12,3.00 X 2.11,3.20 X 2.31,0.08000,0.12000,0.10000
EMERALD,3.20 X 2.29,E12,0.09-0.12,3.10 X 2.19,3.30 X 2.39,0.09000,0.13000,0.11000
EMERALD,3.30 X 2.36,E12,0.09-0.12,3.20 X 2.26,3.40 X 2.46,0.10000,0.14000,0.12000
EMERALD,3.40 X 2.43,E17,0.13-0.17,3.30 X 2.33,3.50 X 2.53,0.11000,0.15000,0.13000
EMERALD,3.50 X 2.50,E17,0.13-0.17,3.40 X 2.40,3.60 X 2.60,0.12000,0.16000,0.14000
EMERALD,3.60 X 2.57,E17,0.13-0.17,3.50 X 2.47,3.70 X 2.67,0.13000,0.17000,0.15000
EMERALD,3.70 X 2.64,E17,0.13-0.17,3.60 X 2.54,3.80 X 2.74,0.14000,0.18000,0.16000
EMERALD,3.80 X 2.71,E18,0.18-0.22,3.70 X 2.61,3.90 X 2.81,0.16000,0.20000,0.18000
EMERALD,3.90 X 2.79,E18,0.18-0.22,3.80 X 2.69,4.00 X 2.89,0.18000,0.22000,0.20000
EMERALD,4.00 X 2.86,E18,0.18-0.22,3.90 X 2.76,4.10 X 2.96,0.19000,0.23000,0.21000
EMERALD,4.10 X 2.93,E23,0.23-0.29,4.00 X 2.83,4.20 X 3.03,0.21000,0.25000,0.23000
EMERALD,4.20 X 3.00,E23,0.23-0.29,4.10 X 2.90,4.30 X 3.10,0.22000,0.26000,0.24000
EMERALD,4.30 X 3.07,E23,0.23-0.29,4.20 X 2.97,4.40 X 3.17,0.24000,0.28000,0.26000
EMERALD,4.40 X 3.14,E23,0.23-0.29,4.30 X 3.04,4.50 X 3.24,0.26000,0.30000,0.28000
EMERALD,4.50 X 3.21,E30,0.30-0.39,4.40 X 3.11,4.60 X 3.31,0.28000,0.32000,0.30000
EMERALD,4.60 X 3.29,E30,0.30-0.39,4.50 X 3.19,4.70 X 3.39,0.30000,0.34000,0.32000
EMERALD,4.70 X 3.36,E30,0.30-0.39,4.60 X 3.26,4.80 X 3.46,0.32000,0.36000,0.34000
EMERALD,4.80 X 3.43,E36,0.36-0.45,4.70 X 3.33,4.90 X 3.53,0.35000,0.39000,0.37000
EMERALD,4.90 X 3.50,E36,0.36-0.45,4.80 X 3.40,5.00 X 3.60,0.37000,0.41000,0.39000
EMERALD,5.00 X 3.57,E40,0.40-0.49,4.90 X 3.47,5.10 X 3.67,0.40000,0.44000,0.42000
EMERALD,5.10 X 3.64,E40,0.40-0.49,5.00 X 3.54,5.20 X 3.74,0.42000,0.46000,0.44000
EMERALD,5.20 X 3.71,E46,0.46-0.55,5.10 X 3.61,5.30 X 3.81,0.45000,0.49000,0.47000
EMERALD,5.30 X 3.79,E50,0.50-0.59,5.20 X 3.69,5.40 X 3.89,0.48000,0.52000,0.50000
EMERALD,5.70 X 4.05,E60,0.60-0.69,5.60 X 3.95,5.80 X 4.15,0.58000,0.62000,0.60000
EMERALD,5.90 X 4.30,E70,0.70-0.79,5.70 X 4.10,6.10 X 4.40,0.70000,0.79000,0.74000
EMERALD,6.30 X 4.40,E80,0.80-0.89,6.10 X 4.30,6.50 X 4.60,0.80000,0.89000,0.84000
EMERALD,6.50 X 4.60,E90,0.90-0.99,6.40 X 4.40,6.70 X 4.70,0.90000,0.99000,0.95000
EMERALD,6.80 X 4.90,E100,1.00-1.19,6.60 X 4.70,7.10 X 5.00,1.00000,1.19000,1.04000
EMERALD,7.10 X 5.10,E120,1.20-1.39,6.90 X 4.90,7.40 X 5.20,1.20000,1.39000,1.25000
EMERALD,7.50 X 5.40,E140,1.40-1.49,7.30 X 5.10,7.70 X 5.40,1.40000,1.49000,1.45000
EMERALD,7.70 X 5.50,E150,1.50-1.69,7.50 X 5.30,7.90 X 5.70,1.50000,1.69000,1.55000
EMERALD,8.00 X 5.70,E170,1.70-1.99,7.80 X 5.60,8.30 X 5.90,1.70000,1.99000,1.75000
EMERALD,8.50 X 5.90,E200,2.00-2.49,8.20 X 5.80,8.90 X 6.20,2.00000,2.49000,2.08000
EMERALD,9.10 X 6.50,E250,2.50-2.99,8.80 X 6.20,9.60 X 6.60,2.50000,2.99000,2.60000
EMERALD,9.50 X 6.75,E300,3.00-3.49,9.35 X 6.60,9.65 X 6.90,3.00000,3.49000,3.08000
CUSHION,2.70 X 2.65,C12,0.09-0.12,2.60 X 2.49,2.80 X 2.81,0.08000,0.12000,0.10000
CUSHION,2.80 X 2.65,C12,0.09-0.12,2.70 X 2.49,2.90 X 2.81,0.09000,0.13000,0.11000
CUSHION,2.90 X 2.65,C17,0.13-0.17,2.80 X 2.49,3.00 X 2.81,0.11000,0.15000,0.13000
CUSHION,3.00 X 2.65,C17,0.13-0.17,2.90 X 2.49,3.10 X 2.81,0.12000,0.16000,0.14000
CUSHION,3.10 X 2.98,C17,0.13-0.17,3.00 X 2.82,3.20 X 3.13,0.14000,0.18000,0.16000
CUSHION,3.20 X 2.98,C17,0.13-0.17,3.10 X 2.82,3.30 X 3.13,0.15000,0.19000,0.17000
CUSHION,3.30 X 2.98,C18,0.18-0.22,3.20 X 2.82,3.40 X 3.13,0.17000,0.21000,0.19000
CUSHION,3.40 X 3.27,C18,0.18-0.22,3.30 X 3.14,3.50 X 3.40,0.19000,0.23000,0.21000
CUSHION,3.50 X 3.27,C23,0.23-0.29,3.40 X 3.14,3.60 X 3.40,0.21000,0.25000,0.23000
CUSHION,3.60 X 3.27,C23,0.23-0.29,3.50 X 3.14,3.70 X 3.40,0.23000,0.27000,0.25000
CUSHION,3.70 X 3.55,C23,0.23-0.29,3.60 X 3.41,3.80 X 3.68,0.25000,0.29000,0.27000
CUSHION,3.80 X 3.55,C23,0.23-0.29,3.70 X 3.41,3.90 X 3.68,0.27000,0.31000,0.29000
CUSHION,3.90 X 3.55,C30,0.30-0.39,3.80 X 3.41,4.00 X 3.68,0.29000,0.33000,0.31000
CUSHION,4.00 X 3.82,C30,0.30-0.39,3.90 X 3.69,4.10 X 3.95,0.32000,0.36000,0.34000
CUSHION,4.10 X 3.82,C36,0.36-0.45,4.00 X 3.69,4.20 X 3.95,0.34000,0.38000,0.36000
CUSHION,4.20 X 3.82,C36,0.36-0.45,4.10 X 3.69,4.30 X 3.95,0.37000,0.41000,0.39000
CUSHION,4.30 X 4.11,C40,0.40-0.49,4.20 X 3.96,4.40 X 4.26,0.40000,0.44000,0.42000
CUSHION,4.40 X 4.11,C40,0.40-0.49,4.30 X 3.96,4.50 X 4.26,0.43000,0.47000,0.45000
CUSHION,4.50 X 4.11,C46,0.46-0.55,4.40 X 3.96,4.60 X 4.26,0.46000,0.50000,0.48000
CUSHION,4.60 X 4.11,C50,0.50-0.59,4.50 X 3.96,4.70 X 4.26,0.50000,0.54000,0.52000
CUSHION,4.70 X 4.36,C50,0.50-0.59,4.60 X 4.27,4.80 X 4.44,0.53000,0.57000,0.55000
CUSHION,4.80 X 4.47,C58,0.58-0.69,4.70 X 4.40,4.90 X 4.54,0.57000,0.61000,0.59000
CUSHION,4.90 X 4.47,C60,0.60-0.69,4.80 X 4.40,5.00 X 4.54,0.60000,0.64000,0.62000
CUSHION,5.00 X 4.47,C60,0.60-0.69,4.90 X 4.40,5.10 X 4.54,0.64000,0.68000,0.66000
CUSHION,5.25 X 5.25,C70,0.70-0.79,5.10 X 5.10,5.35 X 5.35,0.70000,0.79000,0.74000
CUSHION,5.50 X 5.50,C80,0.80-0.89,5.40 X 5.40,5.60 X 5.60,0.80000,0.89000,0.84000
CUSHION,5.75 X 5.75,C90,0.90-0.99,5.60 X 5.60,5.95 X 5.95,0.90000,0.99000,0.95000
CUSHION,6.00 X 6.00,C100,1.00-1.19,5.75 X 5.75,6.20 X 6.20,1.00000,1.19000,1.04000
CUSHION,6.30 X 6.30,C120,1.20-1.39,6.10 X 6.10,6.50 X 6.50,1.20000,1.39000,1.25000
CUSHION,6.50 X 6.50,C140,1.40-1.49,6.30 X 6.30,6.70 X 6.70,1.40000,1.49000,1.45000
CUSHION,6.75 X 6.75,C150,1.50-1.69,6.60 X 6.60,7.00 X 7.00,1.50000,1.69000,1.55000
CUSHION,6.90 X 6.90,C170,1.70-1.99,6.80 X 6.80,7.10 X 7.10,1.70000,1.99000,1.75000
CUSHION,7.30 X 7.30,C200,2.00-2.49,7.10 X 7.10,7.50 X 7.50,2.00000,2.49000,2.08000
CUSHION,8.00 X 8.00,C250,2.50-2.99,7.70 X 7.70,8.60 X 8.60,2.50000,2.99000,2.60000
TRAPEZOID STEPCUT,2.40 X 4.26,TS17,0.13-0.17,2.30 X 4.03,2.50 X 4.49,0.13000,0.17000,0.15000
TRAPEZOID STEPCUT,2.50 X 4.26,TS17,0.13-0.17,2.40 X 4.03,2.60 X 4.49,0.13000,0.17000,0.15000
TRAPEZOID STEPCUT,2.60 X 4.26,TS17,0.13-0.17,2.50 X 4.03,2.70 X 4.49,0.14000,0.18000,0.16000
TRAPEZOID STEPCUT,2.70 X 4.69,TS18,0.18-0.22,2.60 X 4.49,2.80 X 4.88,0.18000,0.22000,0.20000
TRAPEZOID STEPCUT,2.80 X 4.69,TS18,0.18-0.22,2.70 X 4.49,2.90 X 4.88,0.19000,0.23000,0.21000
TRAPEZOID STEPCUT,2.90 X 5.08,TS23,0.23-0.29,2.80 X 4.88,3.00 X 5.27,0.21000,0.25000,0.23000
TRAPEZOID STEPCUT,3.00 X 5.08,TS23,0.23-0.29,2.90 X 4.88,3.10 X 5.27,0.23000,0.27000,0.25000
TRAPEZOID STEPCUT,3.10 X 5.08,TS23,0.23-0.29,3.00 X 4.88,3.20 X 5.27,0.26000,0.30000,0.28000
TRAPEZOID STEPCUT,3.20 X 5.47,TS30,0.30-0.39,3.10 X 5.27,3.30 X 5.67,0.31000,0.35000,0.33000
TRAPEZOID STEPCUT,3.30 X 5.47,TS30,0.30-0.39,3.20 X 5.27,3.40 X 5.67,0.32000,0.36000,0.34000
TRAPEZOID STEPCUT,3.40 X 5.89,TS40,0.40-0.49,3.30 X 5.67,3.50 X 6.10,0.38000,0.42000,0.40000
TRAPEZOID STEPCUT,3.50 X 5.89,TS40,0.40-0.49,3.40 X 5.67,3.60 X 6.10,0.40000,0.44000,0.42000
TRAPEZOID STEPCUT,3.60 X 5.89,TS40,0.40-0.49,3.50 X 5.67,3.70 X 6.10,0.41000,0.45000,0.43000
TRAPEZOID STEPCUT,3.70 X 6.23,TS46,0.46-0.55,3.60 X 6.10,3.80 X 6.36,0.47000,0.51000,0.49000
TRAPEZOID STEPCUT,3.80 X 6.46,TS50,0.50-0.59,3.70 X 6.33,3.90 X 6.58,0.52000,0.56000,0.54000
TRAPEZOID STEPCUT,3.90 X 6.46,TS50,0.50-0.59,3.80 X 6.33,4.00 X 6.58,0.54000,0.58000,0.56000
HALFMOON BRILLIANT,3.90 X 2.75,HM17,0.13-0.17,3.80 X 2.60,4.00 X 2.90,0.11000,0.15000,0.13000
HALFMOON BRILLIANT,4.00 X 2.75,HM17,0.13-0.17,3.90 X 2.60,4.10 X 2.90,0.12000,0.16000,0.14000
HALFMOON BRILLIANT,4.10 X 2.75,HM17,0.13-0.17,4.00 X 2.60,4.20 X 2.90,0.12000,0.16000,0.14000
HALFMOON BRILLIANT,4.20 X 2.75,HM17,0.13-0.17,4.10 X 2.60,4.30 X 2.90,0.13000,0.17000,0.15000
HALFMOON BRILLIANT,4.30 X 3.03,HM18,0.18-0.22,4.20 X 2.90,4.40 X 3.15,0.16000,0.20000,0.18000
HALFMOON BRILLIANT,4.40 X 3.03,HM18,0.18-0.22,4.30 X 2.90,4.50 X 3.15,0.16000,0.20000,0.18000
HALFMOON BRILLIANT,4.50 X 3.03,HM18,0.18-0.22,4.40 X 2.90,4.60 X 3.15,0.17000,0.21000,0.19000
HALFMOON BRILLIANT,4.60 X 3.03,HM18,0.18-0.22,4.50 X 2.90,4.70 X 3.15,0.17000,0.21000,0.19000
HALFMOON BRILLIANT,4.70 X 3.28,HM23,0.23-0.29,4.60 X 3.15,4.80 X 3.40,0.21000,0.25000,0.23000
HALFMOON BRILLIANT,4.80 X 3.28,HM23,0.23-0.29,4.70 X 3.15,4.90 X 3.40,0.22000,0.26000,0.24000
HALFMOON BRILLIANT,4.90 X 3.28,HM23,0.23-0.29,4.80 X 3.15,5.00 X 3.40,0.22000,0.26000,0.24000
HALFMOON BRILLIANT,5.00 X 3.28,HM23,0.23-0.29,4.90 X 3.15,5.10 X 3.40,0.23000,0.27000,0.25000
HALFMOON BRILLIANT,5.10 X 3.53,HM23,0.23-0.29,5.00 X 3.40,5.20 X 3.65,0.27000,0.31000,0.29000
HALFMOON BRILLIANT,5.20 X 3.53,HM30,0.30-0.39,5.10 X 3.40,5.30 X 3.65,0.28000,0.32000,0.30000
HALFMOON BRILLIANT,5.30 X 3.53,HM30,0.30-0.39,5.20 X 3.40,5.40 X 3.65,0.28000,0.32000,0.30000
HALFMOON BRILLIANT,5.40 X 3.53,HM30,0.30-0.39,5.30 X 3.40,5.50 X 3.65,0.29000,0.33000,0.31000
HALFMOON BRILLIANT,5.50 X 3.80,HM36,0.36-0.45,5.40 X 3.65,5.60 X 3.95,0.35000,0.39000,0.37000
HALFMOON BRILLIANT,5.60 X 3.80,HM36,0.36-0.45,5.50 X 3.65,5.70 X 3.95,0.36000,0.40000,0.38000
HALFMOON BRILLIANT,5.70 X 3.80,HM36,0.36-0.45,5.60 X 3.65,5.80 X 3.95,0.36000,0.40000,0.38000
HALFMOON BRILLIANT,5.80 X 3.80,HM36,0.36-0.45,5.70 X 3.65,5.90 X 3.95,0.37000,0.41000,0.39000
HALFMOON BRILLIANT,5.90 X 4.00,HM40,0.40-0.49,5.80 X 3.95,6.00 X 4.05,0.42000,0.46000,0.44000
HALFMOON BRILLIANT,6.00 X 4.13,HM46,0.46-0.55,5.90 X 4.05,6.10 X 4.20,0.45000,0.49000,0.47000
HALFMOON BRILLIANT,6.10 X 4.13,HM46,0.46-0.55,6.00 X 4.05,6.20 X 4.20,0.46000,0.50000,0.48000
HALFMOON BRILLIANT,6.20 X 4.13,HM46,0.46-0.55,6.10 X 4.05,6.30 X 4.20,0.47000,0.51000,0.49000
HALFMOON BRILLIANT,6.30 X 4.13,HM50,0.50-0.59,6.20 X 4.05,6.40 X 4.20,0.48000,0.52000,0.50000
RADIANT,2.90 X 2.23,RA8,0.07-0.08,2.80 X 2.13,3.00 X 2.33,0.06000,0.10000,0.08000
RADIANT,3.00 X 2.31,RA12,0.09-0.12,2.90 X 2.21,3.10 X 2.41,0.07000,0.11000,0.09000
RADIANT,3.10 X 2.38,RA12,0.09-0.12,3.00 X 2.28,3.20 X 2.48,0.08000,0.12000,0.10000
RADIANT,3.20 X 2.46,RA12,0.09-0.12,3.10 X 2.36,3.30 X 2.56,0.09000,0.13000,0.11000
RADIANT,3.30 X 2.54,RA12,0.09-0.12,3.20 X 2.44,3.40 X 2.64,0.10000,0.14000,0.12000
RADIANT,3.40 X 2.62,RA17,0.13-0.17,3.30 X 2.52,3.50 X 2.72,0.11000,0.15000,0.13000
RADIANT,3.50 X 2.69,RA17,0.13-0.17,3.40 X 2.59,3.60 X 2.79,0.13000,0.17000,0.15000
RADIANT,3.60 X 2.77,RA17,0.13-0.17,3.50 X 2.67,3.70 X 2.87,0.14000,0.18000,0.16000
RADIANT,3.70 X 2.85,RA18,0.18-0.22,3.60 X 2.75,3.80 X 2.95,0.16000,0.20000,0.18000
RADIANT,3.80 X 2.92,RA18,0.18-0.22,3.70 X 2.82,3.90 X 3.02,0.17000,0.21000,0.19000
RADIANT,3.90 X 3.00,RA18,0.18-0.22,3.80 X 2.90,4.00 X 3.10,0.18000,0.22000,0.20000
RADIANT,4.00 X 3.08,RA18,0.18-0.22,3.90 X 2.98,4.10 X 3.18,0.20000,0.24000,0.22000
RADIANT,4.10 X 3.15,RA23,0.23-0.29,4.00 X 3.05,4.20 X 3.25,0.22000,0.26000,0.24000
RADIANT,4.20 X 3.23,RA23,0.23-0.29,4.10 X 3.13,4.30 X 3.33,0.24000,0.28000,0.26000
RADIANT,4.30 X 3.31,RA23,0.23-0.29,4.20 X 3.21,4.40 X 3.41,0.26000,0.30000,0.28000
RADIANT,4.40 X 3.38,RA30,0.30-0.39,4.30 X 3.28,4.50 X 3.48,0.28000,0.32000,0.30000
RADIANT,4.50 X 3.46,RA30,0.30-0.39,4.40 X 3.36,4.60 X 3.56,0.29000,0.33000,0.31000
RADIANT,4.60 X 3.54,RA30,0.30-0.39,4.50 X 3.44,4.70 X 3.64,0.32000,0.36000,0.34000
RADIANT,4.70 X 3.62,RA36,0.36-0.45,4.60 X 3.52,4.80 X 3.72,0.34000,0.38000,0.36000
RADIANT,4.80 X 3.69,RA36,0.36-0.45,4.70 X 3.59,4.90 X 3.79,0.36000,0.40000,0.38000
RADIANT,4.90 X 3.77,RA40,0.40-0.49,4.80 X 3.67,5.00 X 3.87,0.39000,0.43000,0.41000
RADIANT,5.00 X 3.85,RA40,0.40-0.49,4.90 X 3.75,5.10 X 3.95,0.42000,0.46000,0.44000
RADIANT,5.10 X 3.92,RA46,0.46-0.55,5.00 X 3.82,5.20 X 4.02,0.44000,0.48000,0.46000
RADIANT,5.20 X 4.00,RA46,0.46-0.55,5.10 X 3.90,5.30 X 4.10,0.47000,0.51000,0.49000
RADIANT,5.30 X 4.08,RA50,0.50-0.59,5.20 X 3.98,5.40 X 4.18,0.50000,0.54000,0.52000
RADIANT,5.40 X 4.15,RA50,0.50-0.59,5.30 X 4.05,5.50 X 4.25,0.53000,0.57000,0.55000
RADIANT,6.30 X 4.40,RA70,0.70-0.79,6.10 X 4.30,6.50 X 4.60,0.70000,0.79000,0.74000
RADIANT,6.50 X 4.70,RA80,0.80-0.89,6.10 X 4.50,6.80 X 4.80,0.80000,0.89000,0.84000
RADIANT,6.70 X 4.90,RA90,0.90-0.99,6.30 X 4.70,7.10 X 5.00,0.90000,0.99000,0.95000
RADIANT,7.20 X 4.90,RA100,1.00-1.19,7.00 X 4.80,7.40 X 5.10,1.00000,1.19000,1.04000
RADIANT,7.60 X 5.30,RA120,1.20-1.39,7.30 X 5.20,7.80 X 5.60,1.20000,1.39000,1.25000
RADIANT,7.70 X 5.60,RA140,1.40-1.49,7.60 X 5.40,8.30 X 5.90,1.40000,1.49000,1.45000
RADIANT,7.90 X 5.50,RA150,1.50-1.69,7.70 X 5.60,8.50 X 6.00,1.50000,1.69000,1.55000
RADIANT,8.50 X 5.90,RA170,1.70-1.99,8.20 X 5.80,8.90 X 6.10,1.70000,1.99000,1.75000
RADIANT,8.80 X 6.20,RA200,2.00-2.49,8.50 X 6.00,9.20 X 6.50,2.00000,2.49000,2.08000
RADIANT,9.50 X 6.70,RA250,2.50-2.99,9.00 X 6.50,9.80 X 7.00,2.50000,2.99000,2.60000
RADIANT,10.20 X 7.20,RA300,3.00-3.49,10.00 X 7.00,10.40 X 7.40,3.00000,3.49000,3.08000
STRAIGHT BAGUETTE,2.00 X 1.25,BG4,0.02-0.035,1.90 X 1.15,2.10 X 1.35,0.01000,0.05000,0.03000
STRAIGHT BAGUETTE,2.00 X 1.50,BG6,0.04-0.06,1.90 X 1.40,2.10 X 1.60,0.02000,0.06000,0.04000
STRAIGHT BAGUETTE,2.25 X 1.25,BG6,0.04-0.06,2.15 X 1.15,2.35 X 1.35,0.02000,0.06000,0.04000
STRAIGHT BAGUETTE,2.25 X 1.50,BG6,0.04-0.06,2.15 X 1.40,2.35 X 1.60,0.03000,0.07000,0.05000
STRAIGHT BAGUETTE,2.50 X 1.25,BG6,0.04-0.06,2.40 X 1.15,2.60 X 1.35,0.02000,0.06000,0.04000
STRAIGHT BAGUETTE,2.50 X 1.50,BG6,0.04-0.06,2.40 X 1.40,2.60 X 1.60,0.03000,0.07000,0.05000
STRAIGHT BAGUETTE,2.50 X 1.75,BG6,0.04-0.06,2.40 X 1.65,2.60 X 1.85,0.04000,0.08000,0.06000
STRAIGHT BAGUETTE,2.50 X 2.00,BG8,0.07-0.08,2.40 X 1.90,2.60 X 2.10,0.05000,0.09000,0.07000
STRAIGHT BAGUETTE,2.75 X 1.50,BG6,0.04-0.06,2.65 X 1.40,2.85 X 1.60,0.03000,0.07000,0.05000
STRAIGHT BAGUETTE,2.75 X 2.00,BG8,0.07-0.08,2.65 X 1.90,2.85 X 2.10,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,3.00 X 1.00,BG4,0.02-0.035,2.90 X 0.90,3.10 X 1.10,0.01000,0.05000,0.03000
STRAIGHT BAGUETTE,3.00 X 1.25,BG6,0.04-0.06,2.90 X 1.15,3.10 X 1.35,0.02000,0.06000,0.04000
STRAIGHT BAGUETTE,3.00 X 1.50,BG6,0.04-0.06,2.90 X 1.40,3.10 X 1.60,0.03000,0.07000,0.05000
STRAIGHT BAGUETTE,3.00 X 1.75,BG8,0.07-0.08,2.90 X 1.65,3.10 X 1.85,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,3.00 X 2.00,BG12,0.09-0.12,2.90 X 1.90,3.10 X 2.10,0.07000,0.11000,0.09000
STRAIGHT BAGUETTE,3.00 X 2.25,BG12,0.09-0.12,2.90 X 2.15,3.10 X 2.35,0.10000,0.14000,0.12000
STRAIGHT BAGUETTE,3.00 X 2.50,BG17,0.13-0.17,2.90 X 2.40,3.10 X 2.60,0.11000,0.15000,0.13000
STRAIGHT BAGUETTE,3.25 X 1.50,BG6,0.04-0.06,3.15 X 1.40,3.35 X 1.60,0.04000,0.08000,0.06000
STRAIGHT BAGUETTE,3.25 X 1.75,BG8,0.07-0.08,3.15 X 1.65,3.35 X 1.85,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,3.25 X 2.00,BG12,0.09-0.12,3.15 X 1.90,3.35 X 2.10,0.08000,0.12000,0.10000
STRAIGHT BAGUETTE,3.25 X 2.25,BG12,0.09-0.12,3.15 X 2.15,3.35 X 2.35,0.10000,0.14000,0.12000
STRAIGHT BAGUETTE,3.25 X 2.50,BG17,0.13-0.17,3.15 X 2.40,3.35 X 2.60,0.12000,0.16000,0.14000
STRAIGHT BAGUETTE,3.50 X 1.50,BG8,0.07-0.08,3.40 X 1.40,3.60 X 1.60,0.05000,0.09000,0.07000
STRAIGHT BAGUETTE,3.50 X 1.75,BG8,0.07-0.08,3.40 X 1.65,3.60 X 1.85,0.06000,0.10000,0.08000
STRAIGHT BAGUETTE,3.50 X 2.00,BG12,0.09-0.12,3.40 X 1.90,3.60 X 2.10,0.09000,0.13000,0.11000
STRAIGHT BAGUETTE,3.50 X 2.50,BG17,0.13-0.17,3.40 X 2.40,3.60 X 2.60,0.13000,0.17000,0.15000
STRAIGHT BAGUETTE,3.75 X 1.00,BG6,0.04-0.06,3.65 X 0.90,3.85 X 1.10,0.02000,0.06000,0.04000
STRAIGHT BAGUETTE,3.75 X 1.25,BG6,0.04-0.06,3.65 X 1.15,3.85 X 1.35,0.03000,0.07000,0.05000
